"","source","RemoteIP","DateRcvd","submit_time","when_employed","rest","City","State","mos_current","xtra_months","more_mos","asian_prop","black_prop","hispanic_prop","white_prop","breakfast","lunch","dinner","late_night","busy","ppbill","pcttip","big_tips","comparative_tips","flair","intro","selling","squatt","touch","jokes","repeat.","customer_name","draw","smile","thanks","weather","complement","happy","yrs_experience","effect_sz","Men","Women","Teenagers","Young_Adults","Middle_Aged_Adults","Elderly_Adults","Cash_Customers","Charge_Customers","Smokers","Regulars","First_Timers","Asians","Blacks","Hispanics","Whites","Foreigners","Couples","onetops","kids","Business_People","Extraverted_enthusiastic","Critical_quarrelsome","Dependable_selfdisciplined","Anxious_easily_upset","Open_to_new_experiences_complex","Reserved_quiet","Sympathetic_warm","Disorganized_careless","Calm_emotionally_stable","Conventional_uncreative","birth_yr","sex","hair","hair_other","married","race","race_other"
"470",2,"69.180.247.24",20060810012551," ",3,"Stoney River","Cool Springs","TN",10,1," ",3,2,NA,90,0,0,1,0,3,42,18,65,3,2,4,4,1,2,4,1,4,1,2,1,1,2,6,10,3,2,1,1,2,3,1,2,2,3,3,1,1,1,1,2,1,2,3,2,3,7,2,6,1,7,1,5,2,6,1,1981,1,2," ",0,4," "
"471",2,"64.108.207.245",20060810014427," ",1,"rockwell inn","morris","illinois",12,NA," ",5,5,5,85,0,1,1,0,3,16,15,35,4,1,3,4,1,2,2,3,2,1,2,4,2,3,5,19,4,3,2,1,2,2,1,2,2,2,3,3,2,1,1,2,2,2,3,3,2,7,1,5,1,7,1,7,5,7,1,1972,1,1," ",0,4," "
"472",2,"69.236.201.143",20060810032938," ",NA,"Park Chow","San Francisco","California",42,2," ",40,5,5,50,0,0,1,0,1,19,17,30,2,1,1,3,2,2,2,2,3,1,2,2,1,2,NA,4,3,3,3,1,2,3,1,1,2,2,2,2,1,1,1,3,2,2,3,3,2,6,6,6,2,6,2,4,1,7,2,1977,1,2," ",0,4," "
"473",2,"68.148.162.137",20060810041619," ",2,"Tomas Cook","Regina","SK",2,2," ",10,0,0,90,1,1,0,0,3,8,10,10,4,2,2,1,1,1,2,3,3,2,1,4,3,3,3,1,2,2,1,2,3,2,1,2,1,99,3,1,99,99,99,99,3,1,3,2,1,3,1,6,3,5,7,7,3,6,2,1986,1,2," ",0,4," "
"474",2,"124.168.45.206",20060810060209," ",1,"Sydney Aquarium","Sydney","NSW",12,24," ",75,3,2,20,0,1,1,0,1,25,20,80,2,3,3,2,2,2,4,2,2,1,4,2,3,4,7,3,5,3,2,1,1,3,2,3,2,3,3,2,3,99,99,2,3,2,3,2,3,6,3,6,1,7,1,6,2,5,2,1987,1,1," ",0,4," "
"475",2,"219.89.189.238",20060810073115," ",1,"The Bluestone Room","Auckland","New Zealand",1,240," ",9,1,0,90,0,1,1,0,2,40,1,0,4,2,2,3,2,1,2,2,2,1,2,1,1,2,6,2.8,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,3,4,2,5,3,5,5,5,2,1987,1,2," ",0,4," "
"476",2,"219.89.189.238",20060810073220," ",1,"The Bluestone Room","Auckland","New Zealand",1,240," ",9,1,0,90,0,1,1,0,2,40,1,0,4,2,2,3,2,1,2,2,2,1,2,1,1,2,6,2.8,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,3,4,2,5,3,5,5,5,2,1987,1,2," ",0,4," "
"477",2,"209.163.142.94",20060810091047," ",3,"Cracker Barrel","Round Rock","Texas",15,12," ",2,15,15,68,0,0,1,1,2,15,18,25,2,1,4,3,3,1,2,3,1,1,1,1,1,1,3,3,3,3,1,2,3,2,1,3,2,3,2,2,2,1,2,3,1,2,3,2,2,5,5,6,2,4,2,5,4,4,2,1975,0,2," ",1,4," "
"478",2,"70.137.5.151",20060810094607," ",1,"Tias's Tex Mex","Sherman","Texas",8,6," ",0,10,10,80,0,1,1,1,3,40,15,40,3,1,4,3,3,2,3,4,2,2,3,2,1,3,1,1,4,3,2,1,2,3,1,2,2,3,3,2,99,1,1,2,3,2,2,3,3,7,5,7,2,6,1,7,1,2,1,1986,1,1," ",0,4," "
"479",2,"70.244.113.68",20060810104928," ",1,"logan's roadhouse","san antonio","texas",6,3," ",NA,NA,80,NA,0,0,1,1,3,12,10,2,4,1,4,4,1,1,2,2,2,1,4,1,1,2,4,7,3,3,1,1,2,2,1,2,3,99,2,2,2,1,1,2,2,3,2,1,2,2,1,7,1,5,2,5,1,6,2,1952,1,NA,"white/grey",0,4," "
"480",2,"63.118.56.196",20060810124122," ",3,"The Chowhound Cafe","Saugerties","NY",3,0," ",1,10,1,88,1,1,1,0,3,30,18,15,4,1,4,3,1,1,2,3,2,2,4,4,2,4,5,0.25,3,3,1,1,1,3,1,2,2,99,2,2,99,99,99,2,1,3,3,3,3,7,3,7,4,7,3,7,2,5,3,1982,1,2," ",0,4," "
"481",2,"192.154.65.1",20060810144314," ",1,"Phoenix Asian Cuisine","Greensboro","North Carolina",15,0," ",10,25,5,60,0,0,1,0,3,20,19,50,3,2,1,3,1,1,1,3,1,1,2,1,2,3,6,3,3,3,2,1,3,3,1,2,2,3,3,1,2,2,2,2,1,3,3,2,3,5,2,7,1,7,2,4,3,6,3,1983,0,2," ",0,4," "
"482",2,"63.117.238.218",20060810144435," ",2,"merrick marlyn","Merrick","ny",72,1," ",NA,NA,NA,0.95,0,0,1,0,3,35,20,70,2,1,4,4,1,2,2,3,2,1,4,4,2,2,3,10,4,3,2,1,1,2,1,3,2,3,3,2,2,1,1,2,2,2,3,2,3,7,1,5,1,7,1,6,3,4,1,1962,1,2," ",0,4," "
"483",2,"74.71.37.94",20060810151540," ",1,"Aladdin's Restaurant","Ithaca","New York",14,1," ",25,10,5,60,0,0,1,1,2,10.2,18,30,2,1,2,1,1,1,4,2,1,1,3,1,1,3,5,2,4,2,3,1,2,3,1,2,3,99,2,3,1,2,2,2,1,3,1,3,3,6,5,5,2,7,1,6,2,7,2,1984,0,1," ",0,4," "
"484",2,"69.37.17.34",20060810154928," ",2,"Varsity","Manchester","UK",4,0," ",10,3,1,86,0,1,1,1,2,20,3,0,3,1,2,3,2,2,3,3,4,1,3,2,2,2,6,1,3,2,3,1,2,2,2,2,1,1,3,2,2,2,2,2,3,2,1,2,3,6,2,6,4,6,4,5,2,3,2,1985,1,2," ",0,4," "
"485",2,"198.70.2.200",20060810160706," ",0," "," "," ",NA,NA," ",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," "
"486",2,"69.71.163.83",20060810161520," ",1,"Wild Mountain Cafe","Seattle","Wa",48,240," ",5,10,10,75,0,0,1,0,3,30,18,50,3,4,1,3,2,2,3,2,2,1,3,2,2,3,6,20,4,3,2,1,1,3,1,3,2,3,3,2,2,2,2,2,1,3,2,1,3,6,5,7,5,6,3,6,5,5,1,1966,1,NA,"Burgandy black",0,4," "
"487",2,"208.244.77.2",20060810171421," ",1,"London Underground Cafe","Corning","NY",62,18," ",10,4,1,85,0,0,1,0,3,45,18,50,3,1,4,3,1,1,2,2,1,1,3,1,2,3,5,8,4,99,99,1,1,2,3,2,3,99,3,2,1,2,99,99,1,3,2,2,3,4,1,6,5,6,4,5,3,5,4,1979,1,1," ",0,4," "
"488",2,"71.214.35.246",20060810180508," ",1,"The Famous","Colorado Springs","Colorado",24,24," ",1,2,1,96,0,0,1,0,2,50,18,50,4,3,2,1,1,3,3,2,1,1,3,1,1,3,6,17,5,3,2,2,1,3,1,2,2,1,3,2,1,1,1,2,1,2,3,1,3,4,2,7,1,5,6,5,1,6,2,1971,1,NA,"black",1,4," "
"489",2,"24.80.65.242",20060810191403," ",3,"Milestones","Vancouver","British Columbia",3,0," ",20,0,10,7,0,0,1,0,2,40,10,15,4,2,4,2,1,1,2,4,4,3,3,NA,1,1,5,1,5,1,2,1,2,3,1,1,2,99,3,1,1,1,1,3,1,3,1,1,2,3,3,3,3,3,3,3,3,3,3,1978,0,NA,"pink",0,4," "
"490",2,"66.108.118.202",20060810214713," ",1,"Zoe Restaurant","New York","New York",2,0," ",5,10,5,80,0,1,1,0,3,50,18,40,4,1,1,3,1,1,2,2,1,1,2,2,2,3,4,3,3,2,2,1,3,3,1,2,2,2,3,2,1,2,99,2,1,3,3,3,1,6,3,5,5,7,1,3,4,5,1,1982,0,2," ",0,4," "
"491",2,"207.200.116.71",20060810215633," ",1,"CARINOS,","DOWNEY,","CA",2,12," ",15,10,35,40,1,1,0,0,3,50,10,50,1,1,2,4,2,1,2,4,3,2,4,4,1,4,6,1,4,3,1,2,3,3,2,3,2,99,2,3,2,1,2,3,3,3,3,3,3,7,4,7,3,7,6,7,1,3,7,1982,1,2," ",0,3," "
"492",2,"72.77.244.155",20060810235753," ",1," "," "," ",24,12," ",5,10,10,75,0,0,1,1,3,10,15,20,4,1,1,2,1,1,2,3,1,1,4,3,1,3,2,2,2,3,2,1,2,3,1,2,2,99,2,2,2,2,2,2,2,2,1,2,2,5,1,6,2,3,7,7,5,6,4,1988,1,1," ",0,4," "
"493",2,"74.71.46.205",20060811001626," ",3,"Chili's Bar & Grill","Ithaca","New York",18,24," ",20,15,25,40,0,1,1,0,3,15,20,70,3,4,4,4,4,2,2,3,2,2,2,1,1,2,7,2,5,99,99,1,3,2,1,2,3,99,3,2,1,2,2,2,1,3,2,2,1,6,4,7,4,6,5,5,3,4,3,1982,0,1," ",0,4," "
"494",2,"67.84.81.19",20060811004337," ",1,"name witheld","jackson","nj",6,12," ",4,10,1,85,0,0,1,1,3,100,25,80,3,1,2,4,1,1,2,2,1,1,3,2,1,3,5,NA,4,2,2,1,1,3,2,1,2,99,3,2,99,3,99,2,2,3,3,2,3,5,6,7,6,7,4,3,1,2,1,1989,1,2," ",0,4," "
"495",2,"69.219.168.181",20060811005320," ",3,"Black Orchid Cafe","Ft. Lauderdale","Florida",48,0," ",5,2,2,91,0,0,1,0,2,75,18,50,4,1,4,4,2,1,3,4,2,1,2,2,1,4,6,9,4,3,1,1,2,2,1,3,2,3,3,2,1,1,1,3,1,2,2,1,2,6,2,5,4,4,1,1,1,4,6,1970,0,2," ",1,4," "
"496",2,"66.74.168.72",20060811013234," ",1,"Cask n Cleaver","Orange","CA",9,36," ",25,5,20,50,0,0,1,1,2,25,16,30,4,1,4,4,1,2,2,2,1,3,2,4,1,3,6,1,3,3,2,1,2,1,1,2,2,2,3,2,2,1,1,2,99,2,3,2,2,6,4,5,5,5,6,5,3,6,2,1987,1,2," ",0,4," "
"497",2,"66.41.113.89",20060811020656," ",1,"Sunsets","Woodbury","MN",28,2," ",2,2,1,95,0,0,1,1,3,15,18,50,1,2,1,2,1,1,2,2,2,1,1,4,1,3,2,8,2,3,2,1,3,2,2,3,1,3,3,99,2,1,1,2,1,2,2,1,2,6,2,7,4,5,3,5,1,5,2,81,1,NA,"lt brown with blonde highlights all over",0,4," "
"498",2,"71.107.143.169",20060811021917," ",1,"The Fish Grill","Long Beach","CA",15,12," ",5,10,3,82,0,0,1,0,3,30,17,20,3,1,4,4,4,4,4,4,3,1,4,4,1,3,2,15,4,3,2,1,2,3,1,2,2,3,3,2,2,1,1,3,1,2,2,1,2,6,5,7,3,3,2,7,1,4,1,1971,1,1," ",0,4," "
"499",2,"151.199.90.31",20060811105854," ",1,"Outback Steakhouse","Christiansburg","VA",60,36," ",15,20,5,60,0,0,1,0,2,24,15,25,3,4,4,4,4,1,3,2,2,2,3,4,1,3,7,7,3,3,2,1,2,3,2,1,3,1,99,1,2,1,2,3,2,2,3,1,3,6,6,6,5,7,5,6,1,6,1,1975,1,1," ",1,4," "
"500",2,"167.115.255.20",20060811145044," ",2,"Casual Dining Restaurant","Schaumburg","IL",48,0," ",3,5,5,87,0,1,1,1,2,12,21,60,2,2,4,3,4,1,4,4,3,1,3,1,1,3,5,4,4,2,1,1,1,3,1,3,2,3,2,2,2,1,2,2,1,3,2,2,1,6,1,6,2,5,2,5,2,7,6,1979,0,2," ",0,4," "
"501",2,"209.251.116.103",20060811163627," ",2,"Rizzi's Italian Ristorante","Peoria","IL",60,NA," ",2,2,2,94,0,1,1,0,2,90,30,75,3,2,2,2,2,1,3,3,3,1,3,1,1,3,7,8,5,2,2,1,2,2,1,2,2,3,3,3,2,2,2,2,1,3,2,2,1,7,4,6,4,6,3,7,1,7,4,1974,1,2," ",1,4," "
"502",2,"71.123.1.103",20060811172452," ",2,"Houlihan's","St. Louis","Missouri",36,12," ",1,65,0,34,0,1,1,1,2,20,20,50,1,4,4,3,3,2,4,4,4,1,4,2,3,4,7,7,5,3,2,1,1,2,1,99,99,3,3,99,1,1,2,2,1,2,3,3,3,7,1,7,3,7,4,7,4,7,1,1970,1,2," ",1,4," "
"503",2,"65.43.161.77",20060811182707," ",1," ","Mayfield","Ohio",2,12," ",1,18,1,80,0,1,1,1,2,20,16,45,4,1,4,2,3,2,2,3,2,1,3,1,2,3,6,1,3,3,2,1,1,2,1,2,2,2,3,2,99,1,99,2,99,2,2,2,3,6,1,7,1,7,2,7,1,6,2,1984,1,2," ",0,4," "
"504",2,"68.205.130.8",20060811215401," ",1,"Peanuts","New Smyrna Beach","FL",6,2," ",0,1,1,98,0,1,1,1,3,30,20,75,4,1,3,1,1,1,2,2,1,1,2,2,1,2,3,3,4,3,2,1,3,2,1,2,2,3,3,2,99,1,2,2,1,2,3,2,3,5,3,6,5,7,6,5,2,6,1,1983,1,NA,"Blonde and brown mixed",0,4," "
"505",2,"71.162.58.66",20060812000517," ",1,"The Tavern Restaurant","State College","PA",6,4," ",3,4,1,92,0,0,1,1,3,30,18,45,4,1,4,3,1,2,2,3,1,2,4,2,1,4,3,4,3,2,3,1,2,2,1,2,3,99,3,2,99,99,99,99,99,3,1,2,3,5,5,6,4,3,2,4,4,4,4,1981,1,2," ",0,4," "
"506",2,"67.50.230.112",20060812004311," ",1,"Joey's Seafood and Grill","Apple Valley","Minnesota",16,40," ",2,12,2,84,0,0,1,0,2,15,20,50,3,2,2,4,2,1,2,2,2,2,4,2,3,4,6,4,4,2,2,2,2,3,2,2,3,99,2,3,1,3,1,2,2,3,3,2,2,7,2,7,5,7,1,7,1,6,1,1985,1,2," ",0,4," "
"507",2,"24.55.177.227",20060812015742," ",NA," "," "," ",NA,NA," ",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," "
"508",2,"24.12.72.224",20060812022430," ",1,"Hamilton's","Chicago","IL",1,4," ",10,20,30,40,0,1,1,1,3,9,15,30,4,3,2,1,1,2,2,3,1,1,4,1,1,2,5,4,1,2,2,1,3,3,1,99,99,99,3,99,2,1,1,2,99,3,2,2,3,2,1,2,1,7,5,5,5,6,2,1981,1,3," ",0,4," "
"509",2,"70.175.28.13",20060812023222," ",1,"chico's","greenville","nc",185,12," ",2,10,18,70,0,1,1,1,1,35,20,75,1,1,4,4,1,2,4,4,3,1,3,NA,2,3,6,22,5,3,3,1,2,3,1,3,3,3,99,2,2,1,1,3,1,2,3,2,2,7,2,7,1,NA,1,6,1,7,4,1968,1,1," ",0,4," "
"510",2,"64.4.118.105",20060812052829," ",3,"Murphy's of DC","Washington DC"," ",54,0," ",1,2,2,95,0,0,1,1,3,15,15,30,2,1,1,2,1,1,1,2,1,1,1,1,1,1,6,7,3,2,1,99,2,3,1,2,3,99,3,2,99,1,2,2,1,3,3,2,3,3,1,6,1,5,5,6,2,7,5,1965,0,2," ",1,4," "
"511",2,"67.50.84.151",20060812103133," ",1,"Cilantros","Claxton","Georgia",6,12," ",0,5,40,55,0,1,1,1,3,0,15,10,4,1,2,2,1,1,3,3,2,1,2,1,1,3,7,0,3,3,2,1,2,2,2,3,3,99,3,3,99,2,3,3,99,2,2,3,3,5,1,4,6,7,3,6,1,5,1,1986,1,NA,"black",0,3," "
"512",2,"24.175.149.24",20060812114428," ",1,"Grey House Grille","Birmingham","alabama",9,12," ",3,5,2,90,0,1,1,0,2,20,18,30,3,1,1,3,1,1,2,2,2,1,2,1,1,2,6,1,3,3,1,1,3,2,1,3,2,2,3,2,2,1,2,2,2,1,3,2,3,5,3,6,2,6,NA,4,3,5,2,1986,1,2," ",0,4," "
"513",2,"24.193.244.69",20060812115748," ",1,"Chili's","Philadelphia","PA",24,6," ",5,40,5,50,0,0,1,1,3,18,18,60,2,1,3,3,4,1,2,3,1,1,3,4,1,3,4,2,3,2,2,1,3,3,1,2,2,3,3,99,2,2,2,2,2,2,3,2,2,6,1,7,4,6,7,7,5,6,2,1983,1,2," ",0,2," "
"514",2,"68.198.61.119",20060812140206," ",2,"Meli Melo","Greenwich","Connecticut",11,0," ",5,5,15,75,0,0,1,0,2,25,15,5,6,1,1,1,1,1,1,2,1,1,1,1,1,2,5,1,2,2,2,1,2,3,3,99,99,99,2,2,2,2,2,2,1,2,2,3,99,2,2,6,3,5,6,5,3,5,3,1988,1,2," ",0,4," "
"515",2,"65.189.34.36",20060812140721," ",2,"Smokey Bones","Cincinnati","OH",3,0," ",1,6,3,90,0,1,1,0,2,36,17,5,3,3,4,4,4,2,3,4,2,2,4,4,3,4,3,2,3,3,2,1,3,2,3,1,3,3,3,2,2,1,1,2,1,3,3,1,3,7,1,7,2,6,2,5,1,5,2,1984,1,2," ",0,4," "
"516",2,"69.225.91.97",20060813023344," ",NA," "," "," ",NA,NA," ",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," "
"517",2,"211.28.170.195",20060813095849," ",1,"Delaware North Companies Australia","Melbourne","Victoria",18,2," ",5,5,10,80,0,1,1,0,2,80,10,20,4,1,3,2,1,2,1,3,1,1,4,1,1,1,3,1.5,5,2,2,1,1,2,3,3,1,2,2,1,1,1,1,2,2,2,1,2,3,5,2,1,5,5,3,6,5,4,2,1985,1,2," ",0,1," "
"518",2,"207.53.228.96",20060813114238," ",1,"MiMi's","Dallas","TX",10,18," ",NA,5,15,80,1,1,1,0,2,35,12,20,2,2,4,4,2,4,2,4,3,4,3,4,2,4,3,4,4,3,1,1,1,2,3,2,2,99,2,1,1,1,2,2,1,2,3,1,2,2,7,5,1,7,4,7,6,7,2,1958,1,NA,"naturally strawberry blond",0,4," "
"519",2,"69.243.41.153",20060813133925," ",1,"Logan's Roadhouse","Manassas","VA",24,12," ",2,15,13,70,0,0,1,1,2,15,20,25,2,1,4,4,3,3,3,2,3,3,4,4,3,3,5,6,3,2,2,1,3,3,1,2,3,3,3,2,2,1,1,2,1,3,3,2,1,7,5,6,6,7,3,7,2,2,4,1983,1,NA,"Changes all the time... currently blonde",0,4," "
"520",2,"86.128.253.62",20060813170015," ",1," "," "," ",NA,NA," ",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," "
"521",2,"209.6.144.66",20060813171611," ",1,"Dante","Cambridge","MA",5,12," ",10,2,5,83,0,0,1,1,2,75,22,40,4,4,3,3,3,2,3,4,2,1,4,1,2,3,6,2,3,3,2,99,2,2,1,2,2,99,2,3,1,1,1,2,1,3,3,2,2,6,1,6,5,7,2,4,3,3,2,1985,1,1," ",0,4," "
"522",2,"68.190.44.153",20060813184745," ",2,"Five and Ten","Athens","Georgia",18,9," ",5,10,5,80,0,0,1,0,3,50,18,70,3,1,2,4,1,1,4,4,2,1,3,1,1,3,2,5,3,2,1,1,1,2,1,3,2,3,3,2,2,1,1,2,1,3,3,1,2,7,1,5,3,7,1,7,3,3,1,1977,0,2," ",0,4," "
"523",2,"68.214.39.101",20060813194949," ",3,"Truett's Grill","McDonough","Georgia",8,0," ",10,25,15,50,0,1,1,0,3,5.25,10,15,4,2,4,4,2,1,3,4,2,2,3,1,1,2,4,0.5,4,3,2,1,2,2,1,2,3,99,3,2,2,1,1,2,1,3,2,1,3,6,2,6,3,6,4,5,2,6,2,1988,1,1," ",0,4," "
"524",2,"71.109.184.15",20060813212411," ",1,"Patricks Roadhouse","Santa Monica","California",3,12," ",5,5,10,80,1,1,0,0,2,10,18,45,4,4,2,2,1,1,3,2,2,1,3,2,2,2,6,1,3,3,2,2,2,3,1,2,3,3,3,99,2,2,2,99,2,3,2,3,3,6,3,6,4,5,4,6,3,4,2,1988,1,2," ",0,4," "
"525",2,"12.134.167.92",20060813222132," ",1,"Damon's","Greenwood","IN",3,9," ",2,5,5,88,0,1,1,1,3,15,17,40,3,2,4,4,3,2,4,3,2,3,1,4,1,4,6,5,3,3,2,1,2,3,1,2,3,99,3,2,2,2,1,2,99,3,2,3,3,7,1,7,6,6,2,7,2,5,4,1985,1,3," ",0,4," "
"526",2,"72.226.207.162",20060814061528," ",NA," "," "," ",NA,NA," ",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," "
"527",2,"24.214.153.118",20060814153703," ",1,"carrabba's italian grill","augusta","georgia",31,12," ",10,20,10,60,0,1,1,1,2,25,16,25,3,2,4,4,1,1,2,3,2,2,3,3,1,3,4,5,3,3,1,1,2,3,2,2,3,3,3,2,2,1,2,2,1,2,2,1,3,6,1,7,5,6,5,7,5,4,1,1982,1,2," ",0,NA,"50% white/50% west indian"
"528",2,"207.245.95.148",20060814170500," ",3,"Cafe Napoli","Wilmington","DE",13,0," ",30,10,20,40,0,0,1,1,2,10,20,75,4,2,4,3,2,2,NA,3,3,3,3,3,1,2,5,1,3,3,2,1,2,3,1,2,2,2,3,2,2,2,2,2,1,2,2,1,3,5,1,6,4,5,5,6,2,7,3,1987,1,3," ",0,4," "
"529",2,"161.38.223.234",20060814192008," ",1,"Symphonys Cafe","Evanston","Il",24,12," ",5,5,5,85,1,1,1,0,3,20,16,25,3,3,2,2,1,2,3,1,2,4,3,4,2,3,5,4,3,2,2,1,2,2,1,2,2,2,3,3,1,1,1,2,1,3,2,2,2,6,1,7,5,7,4,7,5,6,6,1980,1,1," ",1,4," "
"530",2,"71.245.36.129",20060814233431," ",1,"La Dolce Casa Di Maggios","Tamaqua","Pennsylvania",24,48," ",1,5,5,89,0,0,1,0,3,10,15,40,3,1,2,3,1,2,3,2,2,1,4,4,2,2,7,10,4,3,2,1,2,3,1,2,3,2,3,2,2,2,2,3,3,2,3,2,3,5,5,6,3,5,4,5,2,6,2,1975,1,2," ",1,4," "
"531",2,"65.29.52.74",20060815000912," ",1,"Perkins Family Restaurant","Edina","MN",84,10," ",10,5,10,80,0,0,1,1,2,12,20,75,2,1,2,4,2,2,2,4,2,1,2,1,1,1,4,10,5,3,2,2,3,2,2,99,99,3,3,2,2,2,3,2,99,2,3,3,1,2,1,7,1,6,6,6,2,7,2,1970,1,3," ",0,4," "
"532",2,"209.150.216.93",20060815115729," ",1,"Joe's Crab Shack","Maple Grove","Minnesota",60,1," ",5,30,5,60,0,0,1,0,3,20,15,40,2,3,4,4,4,4,4,4,4,3,4,4,3,3,3,8,3,2,3,99,3,3,1,2,3,3,3,3,2,1,2,3,1,2,3,3,3,7,5,7,3,7,1,6,5,5,1,1980,0,2," ",0,4," "
"533",2,"151.202.71.241",20060815131424," ",1,"Sharaku Japanese Restaurant","New York","NY",16,12," ",50,13,2,35,0,0,1,1,2,15,16,10,4,1,1,3,1,1,4,3,2,2,4,4,1,3,5,6,2,3,2,1,1,2,2,2,2,99,3,2,1,1,1,2,1,3,2,2,3,7,5,7,4,6,1,6,5,3,4,1980,1,1," ",0,4," "
"534",2,"68.103.214.117",20060815133631," ",1,"Tucson's Steakhouse Saloon & Grill","Salina","Kansas",23,24," ",0.5,1.5,1,97,0,1,1,0,3,15,15,25,2,2,4,4,3,3,2,1,2,1,3,2,3,3,7,2,3,NA,1,1,3,2,1,1,3,99,3,3,1,1,1,2,1,2,3,1,3,5,5,4,1,5,3,4,1,7,7,1981,0,2," ",0,4," "
"535",2,"130.76.64.16",20060815153200," ",3,"Famous Sam's","Tucson","AZ",62,0," ",2,5,45,48,0,0,1,0,1,60,15,5,2,4,4,4,4,4,3,4,2,1,4,4,1,4,1,12,5,3,2,1,1,3,1,2,2,2,1,2,1,1,3,2,1,3,1,1,1,7,1,7,1,7,1,7,2,2,1,1970,1,2," ",1,3," "
"536",2,"4.249.240.65",20060815193356," ",1,"Ryan's Steakhouse & Buffet","Staunton","Virginia",5,5," ",5,5,5,85,1,1,1,0,3,100,10,10,2,2,4,4,4,4,4,4,2,1,4,4,1,2,6,1,4,3,2,1,2,2,1,99,99,3,3,2,1,3,3,2,1,2,1,1,3,7,1,7,1,7,1,7,1,7,1,1983,1,2," ",1,4," "
"537",2,"68.222.198.249",20060815203536," ",1,"exchange","savannah","ga.",60,0," ",5,25,5,65,0,1,1,0,1,28,18,5,3,1,4,4,4,2,2,2,3,1,4,4,1,NA,7,22,4,2,1,1,3,3,2,3,3,2,3,3,2,1,2,2,1,3,3,3,2,1,1,7,1,7,7,7,1,7,1,1963,0,2," ",1,4," "
"538",2,"139.130.6.162",20060815223740," ",1,"burswood","perth","western australia",12,240," ",0.4,0.1,0.01,0.49,1,1,1,1,2,40,2,5,4,3,4,4,4,2,3,4,3,1,2,3,3,3,6,3,5,2,3,1,3,1,2,3,1,1,2,3,1,1,1,2,3,3,3,1,2,6,1,7,1,7,4,6,2,7,1,1978,0,1," ",0,4," "
"539",2,"24.93.160.242",20060816090412," ",1,"Clearview Steak & Chop House","Akron","OH",36,36," ",NA,1,NA,99,0,0,1,0,2,30,17,50,4,1,4,4,1,1,2,3,3,1,4,2,1,4,5,10,3,2,1,1,1,2,2,2,2,3,3,2,99,1,99,2,1,3,3,1,2,5,2,7,1,5,4,3,1,6,4,1979,1,2," ",0,4," "
"540",2,"24.216.230.162",20060816093337," ",2,"McGrath's","Medford","Oregon",72,12," ",5,2,5,88,0,0,1,0,3,17,17,20,1,1,2,4,1,1,3,2,1,1,2,1,2,2,6,20,4,3,3,2,2,3,1,99,99,3,2,3,2,1,1,3,1,3,3,2,2,6,1,7,1,4,4,5,1,7,3,1966,0,2," ",0,4," "
"541",2,"216.174.235.195",20060816135838," ",1,"PIzza Hut","Yakima","Washington",3,1," ",1,1,50,48,0,0,1,1,1,10,7,20,2,1,3,4,1,1,1,4,3,1,4,2,2,3,2,10,4,2,1,2,3,3,2,2,3,99,2,2,3,3,1,2,1,3,2,2,3,7,2,1,1,1,1,7,5,4,2,1972,1,2," ",1,4," "
